nb_comp,nb_trans,time
7,55,0.027412999999999244
7,56,0.027080999999999023
7,57,0.03762599999999949
7,58,0.028929000000001537
7,59,0.028748999999997693
7,60,0.029793000000001513
7,61,0.030770000000000408
7,62,0.047581000000000984
7,63,0.030756000000000228
7,64,0.03249900000000139
7,65,0.030647000000001867
7,66,0.035570999999997355
7,67,0.03336000000000183
7,68,0.03342999999999918
7,69,0.035485999999998796
7,70,0.036875999999999465
7,71,0.0500419999999977
7,72,0.05366499999999874
7,73,0.0769599999999997
7,74,0.052203999999999695
7,75,0.054265000000000896
7,76,0.05843400000000187
7,77,0.060183000000002096
7,78,0.05747599999999764
7,79,0.05286000000000257
7,80,0.053840000000001
7,81,0.07500999999999891
7,82,0.05793900000000107
7,83,0.05672999999999817
7,84,0.06361200000000267
7,85,0.06000999999999834
7,86,0.05928600000000017
7,87,0.05403000000000091
7,88,0.055252000000002965
7,89,0.08788900000000055
7,90,0.07936400000000177
7,91,0.12343500000000063
7,92,0.06715600000000066
7,93,0.06261000000000294
7,94,0.06615099999999785
7,95,0.06661100000000175
7,96,0.08647600000000111
7,97,0.06728000000000023
7,98,0.06612899999999655
7,99,0.06748699999999985
7,100,0.067222000000001
8,1,0.00808500000000123
8,2,0.008601999999999776
8,3,0.010155000000001024
8,4,0.010343000000002434
8,5,0.010550999999999533
8,6,0.02151399999999981
8,7,0.012360000000001037
8,8,0.012543999999998334
8,9,0.013501999999999015
8,10,0.014668999999997823
8,11,0.015518000000000143
8,12,0.015264999999999418
8,13,0.01699699999999993
8,14,0.04206100000000035
8,15,0.02289999999999992
8,16,0.01994399999999885
8,17,0.020647000000000304
8,18,0.019716999999999985
8,19,0.02038000000000295
8,20,0.03811100000000067
8,21,0.024788999999998396
8,22,0.040820999999997554
8,23,0.06247900000000328
8,24,0.03278599999999798
8,25,0.025397999999999143
8,26,0.025603000000000264
8,27,0.025477999999999668
8,28,0.028079999999999217
8,29,0.03233399999999875
8,30,0.03315800000000024
8,31,0.03166299999999822
8,32,0.04373399999999705
8,33,0.0528960000000005
8,34,0.030864999999998588
8,35,0.03054400000000257
8,36,0.03951800000000105
8,37,0.03458100000000286
8,38,0.0499260000000028
8,39,0.0481650000000009
8,40,0.06522700000000015
8,41,0.039150000000002905
8,42,0.04703900000000161
8,43,0.03931599999999946
8,44,0.03631799999999785
8,45,0.0388610000000007
8,46,0.03910099999999872
8,47,0.041198999999998875
8,48,0.039918999999997595
8,49,0.04089600000000004
8,50,0.042515000000001635
8,51,0.045725000000000904
8,52,0.07614600000000138
8,53,0.04717799999999883
8,54,0.0531390000000016
8,55,0.046396000000001436
8,56,0.047056999999998794
8,57,0.046119999999998385
8,58,0.04668900000000065
8,59,0.048163999999999874
8,60,0.04818199999999706
8,61,0.05018400000000156
8,62,0.04925699999999722
8,63,0.07063299999999728
8,64,0.05362400000000278
8,65,0.04833300000000307
8,66,0.04810200000000009
8,67,0.04930199999999729
8,68,0.05409699999999873
8,69,0.05582000000000065
8,70,0.05659099999999739
8,71,0.07480299999999929
8,72,0.060535999999999035
8,73,0.06222100000000097
8,74,0.0666569999999993
8,75,0.14911999999999992
8,76,0.06088199999999944
8,77,0.05801699999999954
8,78,0.06087799999999888
8,79,0.08249100000000098
8,80,0.06200799999999873
8,81,0.06301799999999957
8,82,0.06996900000000039
8,83,0.06385799999999975
8,84,0.060600000000000875
8,85,0.06556600000000046
8,86,0.0867129999999996
8,87,0.07323699999999889
8,88,0.07018599999999964
8,89,0.06799600000000083
8,90,0.074384000000002
8,91,0.13664199999999838
8,92,0.08006400000000014
8,93,0.09529900000000069
8,94,0.07297900000000013
8,95,0.06962299999999999
8,96,0.07850499999999982
8,97,0.0732910000000011
8,98,0.07529900000000112
8,99,0.09323899999999696
8,100,0.07614500000000035
9,1,0.008030000000001536
9,2,0.009055000000000035
9,3,0.018816000000001054
9,4,0.016154000000000224
9,5,0.01270900000000097
9,6,0.011593000000001297
9,7,0.013474000000002206
9,8,0.020600999999999203
9,9,0.024419000000001745
9,10,0.028874999999999318
9,11,0.026348999999999734
9,12,0.036383999999998196
9,13,0.0195059999999998
9,14,0.02017800000000136
9,15,0.023606000000000904
9,16,0.03458399999999884
9,17,0.027307000000000414
9,18,0.030702999999999037
9,19,0.02416300000000149
9,20,0.024715999999997962
9,21,0.024186000000000263
9,22,0.02617800000000159
9,23,0.024893000000002274
9,24,0.02761600000000186
9,25,0.02624799999999894
9,26,0.04142699999999877
9,27,0.028401999999999816
9,28,0.030852000000002988
9,29,0.029670000000002972
9,30,0.030387999999998527
9,31,0.03189000000000064
9,32,0.03240200000000115
9,33,0.03277599999999836
9,34,0.035631999999999664
9,35,0.03659500000000193
9,36,0.03686000000000078
9,37,0.04849499999999907
9,38,0.048220000000000596
9,39,0.040604999999999336
9,40,0.049761000000000166
9,41,0.04871400000000037
9,42,0.06654400000000038
9,43,0.04363000000000028
9,44,0.045228999999999075
9,45,0.044035000000000935
9,46,0.04421499999999767
9,47,0.04946299999999937
9,48,0.04812899999999942
9,49,0.09672000000000125
9,50,0.0477160000000012
9,51,0.04883099999999985
9,52,0.04189500000000024
9,53,0.044121999999997996
9,54,0.033416000000002555
9,55,0.036279000000000394
9,56,0.03330500000000214
9,57,0.03856900000000252
9,58,0.0361210000000014
9,59,0.04551799999999773
9,60,0.03963900000000109
9,61,0.03830699999999965
9,62,0.05058599999999913
9,63,0.03686400000000134
9,64,0.03726699999999994
9,65,0.03775100000000009
9,66,0.038937000000000666
9,67,0.04560000000000031
9,68,0.04751300000000214
9,69,0.03984700000000174
9,70,0.05495200000000011
9,71,0.04037100000000038
9,72,0.04090099999999808
9,73,0.04169899999999771
9,74,0.042308999999999486
9,75,0.18526999999999916
9,76,0.0727960000000003
9,77,0.0925849999999997
9,78,0.07110099999999875
9,79,0.07843899999999948
9,80,0.0708709999999968
9,81,0.07450199999999896
9,82,0.06995999999999825
9,83,0.0929549999999999
9,84,0.07225999999999999
9,85,0.07296200000000042
9,86,0.07438199999999995
9,87,0.09237300000000204
9,88,0.0854379999999999
9,89,0.13070800000000204
9,90,0.0746670000000016
9,91,0.07592599999999905
9,92,0.07848399999999955
9,93,0.09120899999999921
9,94,0.09160499999999772
9,95,0.10787300000000144
9,96,0.07967100000000116
9,97,0.07625599999999721
9,98,0.0823869999999971
9,99,0.08376200000000011
9,100,0.10460600000000042
10,1,0.008853000000001998
10,2,0.009040999999999855
10,3,0.009889999999998622
10,4,0.011594000000002325
10,5,0.013427000000000078
10,6,0.012655999999999779
10,7,0.013861000000002122
10,8,0.018750999999998186
10,9,0.017517999999999034
10,10,0.020458999999998895
10,11,0.02245900000000134
10,12,0.05615200000000087
10,13,0.07992100000000235
10,14,0.034093999999999625
10,15,0.01916399999999996
10,16,0.021982999999998754
10,17,0.021671999999998803
10,18,0.02616400000000141
10,19,0.02543900000000221
10,20,0.02550199999999947
10,21,0.035157999999999134
10,22,0.03610399999999814
10,23,0.028057000000000443
10,24,0.028296000000000987
10,25,0.02845800000000054
10,26,0.030608999999998332
10,27,0.03268200000000121
10,28,0.03139399999999881
10,29,0.047020999999997315
10,30,0.03345300000000151
10,31,0.03480000000000061
10,32,0.04154100000000227
10,33,0.036766000000000076
10,34,0.03886400000000023
10,35,0.03993900000000039
10,36,0.03694199999999981
10,37,0.0401619999999987
10,38,0.04052599999999984
10,39,0.04420000000000002
10,40,0.042397999999998603
10,41,0.058396999999999366
10,42,0.06707600000000014
10,43,0.04187600000000202
10,44,0.11714399999999969
10,45,0.047587000000000046
10,46,0.04714799999999997
10,47,0.0480710000000002
10,48,0.05001100000000136
10,49,0.051089999999998525
10,50,0.06393399999999971
10,51,0.054446000000002215
10,52,0.06792800000000199
10,53,0.05380899999999755
10,54,0.054009999999998115
10,55,0.05741100000000188
10,56,0.06105800000000272
10,57,0.06309599999999804
10,58,0.03935000000000244
10,59,0.04624499999999898
10,60,0.06184199999999862
10,61,0.055819999999997094
10,62,0.04776799999999781
10,63,0.04613400000000212
10,64,0.046783999999998827
10,65,0.04374199999999817
10,66,0.0426479999999998
10,67,0.04827900000000085
10,68,0.06211099999999803
10,69,0.044125999999998555
10,70,0.04336800000000096
10,71,0.04456599999999966
10,72,0.050278000000002265
10,73,0.04484300000000019
10,74,0.06023399999999768
10,75,0.05216000000000065
10,76,0.0462549999999986
10,77,0.051588999999999885
10,78,0.04949099999999973
10,79,0.050426000000001636
10,80,0.06730999999999909
10,81,0.05464899999999773
10,82,0.05309199999999947
10,83,0.051397999999998945
10,84,0.059084000000002135
10,85,0.0625460000000011
10,86,0.07061599999999757
10,87,0.07076700000000358
10,88,0.12327799999999911
10,89,0.08225599999999389
10,90,0.08932700000000438
10,91,0.12351900000000171
10,92,0.08795800000000042
10,93,0.10751900000000347
10,94,0.09428899999999629
10,95,0.09752399999999994
10,96,0.11813099999999821
10,97,0.11591800000000063
10,98,0.09412499999999824
10,99,0.1098959999999991
10,100,0.16793999999999443
11,1,0.010172999999994659
11,2,0.009674000000003957
11,3,0.011384999999997092
11,4,0.012564000000004683
11,5,0.013182000000000471
11,6,0.01426900000000586
11,7,0.03909900000000022
11,8,0.03367099999999823
11,9,0.04406500000000335
11,10,0.044884000000003255
11,11,0.026255999999996504
11,12,0.02079299999999762
11,13,0.02183100000000593
11,14,0.02187099999999731
11,15,0.02261199999999519
11,16,0.022919000000001688
11,17,0.02413600000000571
11,18,0.026432999999997264
11,19,0.025297999999999377
11,20,0.027365000000003192
11,21,0.027937999999998908
11,22,0.03278799999999649
11,23,0.03142099999999459
11,24,0.03126400000000018
11,25,0.031931000000000154
11,26,0.032643999999997675
11,27,0.03349099999999794
11,28,0.034494000000002245
11,29,0.047733000000000914
11,30,0.03606999999999516
11,31,0.03645999999999816
11,32,0.041857000000000255
11,33,0.03759799999999558
11,34,0.03797099999999887
11,35,0.03717100000000073
11,36,0.048024999999995543
11,37,0.04207099999999997
11,38,0.042341000000000406
11,39,0.046027999999999736
11,40,0.044632000000000005
11,41,0.06354499999999774
11,42,0.05671200000000454
11,43,0.05632399999999649
11,44,0.05236099999999766
11,45,0.05020299999999622
11,46,0.05221699999999885
11,47,0.05183500000000407
11,48,0.05377799999999411
11,49,0.05378199999999822
11,50,0.0793870000000041
11,51,0.05330800000000124
11,52,0.0539100000000019
11,53,0.05707999999999913
11,54,0.07323499999999683
11,55,0.08456199999999825
11,56,0.11910999999999916
11,57,0.059646000000000754
11,58,0.08810900000000288
11,59,0.06287000000000376
11,60,0.06391099999999739
11,61,0.0856330000000014
11,62,0.06775900000000235
11,63,0.0678660000000022
11,64,0.06888899999999865
11,65,0.09107599999999394
11,66,0.05570300000000117
11,67,0.048950000000004934
11,68,0.05099799999999988
11,69,0.050321999999994205
11,70,0.049456999999996754
11,71,0.07848100000000358
11,72,0.05545099999999792
11,73,0.05841699999999861
11,74,0.1656990000000036
